"holder_id","household_id","household_id2","rural","pw_w3","ea_id","saq01","saq02","saq03","saq04","saq05","saq06","pp_saq07","pp_s7q01","pp_s7q02","pp_s7q03","pp_s7q04","pp_s7q05","pp_s7q06","pp_s7q06_1","pp_s7q07","pp_s7q08","pp_s7q09","pp_s7q10_a","pp_s7q10_b","pp_s7q11","pp_s7q12","pp_s7q12a","pp_s7q12b","pp_s7q12c","pp_s7q12d","pp_s7q12e","pp_s7q13","pp_s7q14","pp_s7q15","pp_s7q15a","pp_s7q15b","pp_s7q16a","pp_s7q16b","pp_s7q16b_2","pp_s7q16b_3","pp_s7q16c_a","pp_s7q16c_b","pp_s7q16c_c","pp_s7q17","pp_s7q18_a","pp_s7q18_b","pp_s7q19","pp_s7q20_a","pp_s7q20_b","pp_s7q20_c","pp_s7q20a","pp_s7q20b_a","pp_s7q20b_b","pp_s7q20b_c","pp_s7q20c","pp_s7q20d","pp_s7q20e","pp_s7q20f","pp_s7q21","pp_s7q21b","pp_s7q22","pp_s7q23_a","pp_s7q23_b","pp_s7q23_c","pp_s7q24","pp_s7q25","pp_s7q26","pp_s7q27","pp_s7q28","pp_s7q29","pp_s7q30","pp_s7q31","pp_s7q32","pp_s7q33","obs","STRUCTURE_ERROR","hh_saq01","hh_saq02","hh_saq03","hh_saq04","hh_saq05","hh_saq06","hh_saq07","hh_saq08"
"0707020290406601","07070202904066","070702088802904066",1,4529.578125,"07070202904",7,7,2,29,4,66,1,1,1,,1,,2,,2,1,,1,,4,,14,9,2,,,25,1,1,0,1,0,2,2,1,,,,1,6,2007,15,4,14,9,2,,,,,2,,2,1,5,5,,,,2,3,1,5,5,2,5,5,2,2,1,,7,7,2,8,88,29,4,66
"0707020290408701","07070202904087","070702088802904087",1,4529.578125,"07070202904",7,7,2,29,4,87,1,1,2,6,1,,2,,5,1,,1,,6,,6,21,12,2,,0,0,0,0,0,0,0,0,0,,,,1,6,2007,15,1,5,,2,,,,,2,,2,5,5,5,,,,3,3,5,5,1,1,2,5,5,2,1,,7,7,2,8,88,29,4,87
"0707020290410801","07070202904108","070702088802904108",1,4529.578125,"07070202904",7,7,2,29,4,108,1,1,1,,1,,1,1,,1,,1,,8,,8,14,8,2,,100,50,50,0,0,0,50,0,0,1,,,1,6,2007,15,1,5,,2,,,,,2,,2,5,5,5,,,,3,3,1,1,5,1,2,5,5,2,1,,7,7,2,8,88,29,4,108
"0707020290412901","07070202904129","070702088802904129",1,4529.578125,"07070202904",7,7,2,29,4,129,1,1,2,3,2,2,2,,2,1,,1,,0,1,0,8,5,2,,0,0,0,0,0,0,0,0,0,,,,1,6,2007,12,1,5,,2,,,,,2,,2,3,2,5,,,,3,3,2,2,2,2,2,2,2,2,1,,7,7,2,8,88,29,4,129
"0707020290415001","07070202904150","070702088802904150",1,4529.578125,"07070202904",7,7,2,29,4,150,1,1,1,,1,,2,,2,1,,1,,1,2,1,8,7,2,,113,37,75,0,0,37,75,0,0,,,,1,6,2007,15,1,5,,2,,,,,2,,2,5,5,5,,,,3,3,5,3,5,4,4,5,5,4,1,,7,7,2,8,88,29,4,150
"0707020290417101","07070202904171","070702088802904171",1,4529.578125,"07070202904",7,7,2,29,4,171,1,1,2,3,1,,2,,4,1,,1,,1,2,1,14,11,2,,0,0,0,0,0,0,0,0,0,,,,1,6,2007,15,1,5,,2,,,,,2,,2,5,5,5,,,,3,3,1,1,5,1,2,5,5,2,1,,7,7,2,8,88,29,4,171
"0707020290419201","07070202904192","070702088802904192",1,4529.578125,"07070202904",7,7,2,29,4,192,1,1,2,3,1,,2,,2,1,,1,,0,1,0,7,4,2,,0,0,0,0,0,0,0,0,0,,,,1,6,2007,15,1,5,,2,,,,,2,,2,3,5,5,,,,3,3,3,5,5,3,4,5,5,4,1,,7,7,2,8,88,29,4,192
"0707020290423101","07070202904231","070702088802904231",1,399.081726074219,"07070202904",7,7,2,29,4,231,1,2,2,7,2,7,2,,2,2,4,6,,0,,0,1,0,2,,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,2,,,,,2,,2,6,4,4,,3,,1,1,6,6,4,4,4,5,5,5,1,,7,7,2,8,88,29,4,231
"0707030210100201","07070302101002","070703088802101002",1,2889.43920898438,"07070302101",7,7,3,21,1,2,1,1,2,3,2,2,2,,2,1,,1,,0,5,0,3,2,2,,0,0,0,0,0,0,0,0,0,,,,1,6,2007,13,7,4,,2,,,,,2,,2,5,5,7,,,,3,1,5,5,5,3,4,5,5,5,1,,7,7,3,8,88,21,1,2
"0707030210101001","07070302101010","070703088802101010",1,2889.43920898438,"07070302101",7,7,3,21,1,10,1,1,2,2,2,2,2,,2,1,,6,,0,5,0,14,11,2,,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,2,,,,,2,,2,2,2,7,,,,1,1,2,2,2,2,2,2,2,2,1,,7,7,3,8,88,21,1,10
"0707030210101005","07070302101010","070703088802101010",1,2889.43920898438,"07070302101",7,7,3,21,1,10,5,1,2,3,2,2,2,,2,2,2,6,,0,5,0,7,4,2,,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,2,,,,,2,,2,2,2,7,,,,1,1,5,1,5,1,1,5,5,5,1,,7,7,3,8,88,21,1,10
"0707030210101401","07070302101014","070703088802101014",1,2889.43920898438,"07070302101",7,7,3,21,1,14,1,1,2,3,2,2,2,,2,1,,6,,0,5,0,20,18,2,,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,2,,,,,2,,2,5,3,7,,,,1,3,5,2,5,1,2,5,5,5,1,,7,7,3,8,88,21,1,14
"0707030210102201","07070302101022","070703088802101022",1,2889.43920898438,"07070302101",7,7,3,21,1,22,1,1,2,1,2,1,2,,4,1,,1,,0,5,0,18,13,2,,0,0,0,0,0,0,0,0,0,,,,1,7,2007,15,4,,,2,,,,,2,,2,5,5,7,,,,1,1,5,5,5,1,2,5,5,5,1,,7,7,3,8,88,21,1,22
"0707030210102205","07070302101022","070703088802101022",1,2889.43920898438,"07070302101",7,7,3,21,1,22,5,1,2,7,2,5,2,,2,1,,6,,0,5,0,1,1,2,,0,0,0,0,0,0,0,0,0,,,,1,7,2007,15,4,,,2,,,,,2,,2,5,5,7,,,,3,3,5,5,5,1,2,5,5,5,1,,7,7,3,8,88,21,1,22
"0707030210102601","07070302101026","070703088802101026",1,2889.43920898438,"07070302101",7,7,3,21,1,26,1,2,2,2,2,2,2,,2,1,,6,,0,5,0,5,4,2,,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,2,,,,,2,,2,2,6,7,,,,1,1,2,2,6,6,6,2,6,6,1,,7,7,3,8,88,21,1,26
"0707030210103801","07070302101038","070703088802101038",1,2889.43920898438,"07070302101",7,7,3,21,1,38,1,1,2,3,2,2,2,,2,1,,6,,0,5,0,10,8,2,,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,2,,,,,2,,2,5,5,7,,,,3,1,5,5,5,1,2,5,5,5,1,,7,7,3,8,88,21,1,38
"0707030210105001","07070302101050","070703088802101050",1,2889.43920898438,"07070302101",7,7,3,21,1,50,1,1,2,2,2,2,2,,2,1,,6,,0,5,0,7,6,2,,0,0,0,0,0,0,0,0,0,,,,1,7,2007,13,4,5,,2,,,,,2,,2,3,4,7,,,,3,1,5,4,5,3,4,5,5,5,1,,7,7,3,8,88,21,1,50
"0707030210106201","07070302101062","070703088802101062",1,2889.43920898438,"07070302101",7,7,3,21,1,62,1,1,2,3,2,2,2,,2,1,,6,,0,5,0,23,13,2,,0,0,0,0,0,0,0,0,0,,,,1,7,2007,15,4,5,,2,,,,,2,,2,5,2,7,,,,1,1,5,1,5,1,2,5,5,5,1,,7,7,3,8,88,21,1,62
"0707030210107401","07070302101074","070703088802101074",1,2889.43920898438,"07070302101",7,7,3,21,1,74,1,1,1,,1,,2,,2,1,,1,,0,5,0,20,11,1,3,12,12,0,0,0,12,0,0,0,,,,1,7,2007,14,4,,,2,,,,,2,,2,1,5,1,2,4,1,1,1,5,2,5,5,2,5,5,5,1,,7,7,3,8,88,21,1,74
"0707030210108601","07070302101086","070703088802101086",1,2889.43920898438,"07070302101",7,7,3,21,1,86,1,2,2,7,2,5,2,,2,1,,6,,0,5,0,8,5,2,,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,2,,,,,2,,2,2,2,7,,,,3,1,2,2,2,2,2,2,2,2,1,,7,7,3,8,88,21,1,86
"0707030210109801","07070302101098","070703088802101098",1,2889.43920898438,"07070302101",7,7,3,21,1,98,1,1,2,7,2,5,2,,2,1,,6,,0,5,0,9,5,2,,0,0,0,0,0,0,0,0,0,,,,1,7,2007,15,4,5,,2,,,,,2,,2,5,1,7,,,,3,1,5,5,5,1,2,5,5,5,1,,7,7,3,8,88,21,1,98
"0707030210111001","07070302101110","070703088802101110",1,2889.43920898438,"07070302101",7,7,3,21,1,110,1,2,2,2,2,2,1,2,,2,5,6,,0,5,0,5,1,2,,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,2,,,,,2,,2,1,6,7,,,,3,1,1,1,6,6,6,1,6,6,1,,7,7,3,8,88,21,1,110
"0707060010301701","07070600103017","070706010100103017",2,3887.69897460938,"07070600103",7,7,6,1,3,17,1,2,2,7,2,7,2,,6,2,5,6,,,,,1,0,,,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,2,,,,,,,,6,6,6,,,,,,6,6,6,6,6,6,6,6,1,,7,7,6,1,1,1,3,17
"0707060010303201","07070600103032","070706010100103032",2,3887.69897460938,"07070600103",7,7,6,1,3,32,1,2,2,7,2,7,2,,6,2,5,6,,0,,0,1,0,2,,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,,,,,,,,,6,6,7,,,,,,6,6,6,6,6,6,6,6,1,,7,7,6,1,1,1,3,32
"0707060010305701","07070600103057","070706010100103057",2,3887.69897460938,"07070600103",7,7,6,1,3,57,1,2,2,7,2,1,2,,2,1,,6,,,,,1,0,,,0,0,0,0,0,0,0,0,0,,,,1,5,2007,12,2,4,5,2,,,,,2,,2,6,5,6,,,,3,1,6,6,1,1,2,6,5,5,1,,7,7,6,1,1,1,3,57
"0707060010308201","07070600103082","070706010100103082",2,3887.69897460938,"07070600103",7,7,6,1,3,82,1,2,2,7,2,7,2,,6,2,5,6,,0,,0,1,0,2,,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,,,,,,,,,6,6,6,,,,,,6,6,6,6,6,6,6,6,1,,7,7,6,1,1,1,3,82
"0707060010309501","07070600103095","070706010100103095",2,3887.69897460938,"07070600103",7,7,6,1,3,95,1,2,2,7,2,7,2,,2,1,,6,,0,,0,1,0,2,,0,0,0,0,0,0,0,0,0,,,,1,5,2007,12,5,4,2,2,,,,,2,,2,6,1,6,,,,3,3,6,6,5,5,5,6,5,5,1,,7,7,6,1,1,1,3,95
"0707060010311901","07070600103119","070706010100103119",2,3887.69897460938,"07070600103",7,7,6,1,3,119,1,1,1,,1,,2,,2,1,,1,,0,5,0,7,5,2,,20,10,10,0,0,10,10,0,0,,,,1,11,2007,24,4,7,2,2,,,,,2,,2,1,1,1,2,3,6,1,3,1,5,1,1,2,5,1,5,1,,7,7,6,1,1,1,3,119
"0707060010313301","07070600103133","070706010100103133",2,3887.69897460938,"07070600103",7,7,6,1,3,133,1,2,2,7,2,7,2,,6,2,5,6,,,,,1,0,,,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,,,,,,,,,6,6,6,,,,,,6,6,6,6,6,6,6,6,1,,7,7,6,1,1,1,3,133
"0707060010314502","07070600103145","070706010100103145",2,3887.69897460938,"07070600103",7,7,6,1,3,145,2,2,2,7,2,7,2,,6,2,5,6,,0,,0,1,0,2,,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,,,,,,,,,6,6,6,,,,,,6,6,6,6,6,6,6,6,1,,7,7,6,1,1,1,3,145
"0708010040100101","07080100401001","070801088800401001",1,1221.73303222656,"07080100401",7,8,1,4,1,1,1,1,2,6,2,3,2,,3,1,,6,,2,,2,12,7,2,,0,0,0,0,0,0,0,0,0,,,,1,7,2007,4,5,10,,2,,,,,2,,2,3,3,3,3,1,,3,3,3,5,3,3,4,5,5,4,1,,7,8,1,8,88,4,1,1
"0708010040102201","07080100401022","070801088800401022",1,1221.73303222656,"07080100401",7,8,1,4,1,22,1,1,2,6,2,3,2,,2,1,,6,,2,,2,15,12,2,,0,0,0,0,0,0,0,0,0,,,,1,10,2007,25,5,,,2,,,,,2,,2,1,1,1,1,2,,1,3,5,2,5,1,2,5,5,2,1,,7,8,1,8,88,4,1,22
"0708010040104301","07080100401043","070801088800401043",1,1221.73303222656,"07080100401",7,8,1,4,1,43,1,1,2,3,2,2,2,,2,1,,6,,1,2,1,11,7,2,,0,0,0,0,0,0,0,0,0,,,,1,7,2007,15,5,,,2,,,,,2,,2,3,5,3,2,6,,3,1,5,5,5,3,4,5,5,4,1,,7,8,1,8,88,4,1,43
"0708010040106401","07080100401064","070801088800401064",1,1221.73303222656,"07080100401",7,8,1,4,1,64,1,1,2,3,2,2,2,,2,1,,6,,1,2,1,15,11,2,,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,2,,,,,2,,2,1,5,1,1,2,,3,1,1,5,1,1,2,5,5,2,1,,7,8,1,8,88,4,1,64
"0708010040108501","07080100401085","070801088800401085",1,1221.73303222656,"07080100401",7,8,1,4,1,85,1,1,2,3,2,2,2,,3,1,,6,,1,3,1,27,14,2,,0,0,0,0,0,0,0,0,0,,,,1,7,2007,15,5,10,,2,,,,,2,,2,5,5,1,1,2,,3,3,5,5,5,1,2,1,5,2,1,,7,8,1,8,88,4,1,85
"0708010040110601","07080100401106","070801088800401106",1,1221.73303222656,"07080100401",7,8,1,4,1,106,1,1,2,6,2,3,2,,3,1,,6,,2,,2,17,12,2,,0,0,0,0,0,0,0,0,0,,,,1,7,2007,10,5,3,,2,,,,,2,,2,1,1,1,1,2,,3,3,1,5,5,5,2,1,5,2,1,,7,8,1,8,88,4,1,106
"0708010040112701","07080100401127","070801088800401127",1,1221.73303222656,"07080100401",7,8,1,4,1,127,1,1,2,3,2,2,2,,2,1,,6,,2,,2,14,11,2,,0,0,0,0,0,0,0,0,0,,,,1,6,2007,20,5,10,1,2,,,,,2,,2,3,5,6,,,,3,3,5,5,5,3,4,5,5,4,1,,7,8,1,8,88,4,1,127
"0708010040114801","07080100401148","070801088800401148",1,1221.73303222656,"07080100401",7,8,1,4,1,148,1,1,2,6,2,3,2,,3,1,,6,,2,,2,17,9,2,,0,0,0,0,0,0,0,0,0,,,,1,7,2007,4,5,,,2,,,,,2,,2,1,3,1,2,4,,1,1,1,1,1,1,2,1,1,2,1,,7,8,1,8,88,4,1,148
"0708010040114901","07080100401149","070801088800401149",1,236.974075317383,"07080100401",7,8,1,4,1,149,1,2,2,3,1,,2,,3,2,2,6,,0,5,0,1,0,2,,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,2,,,,,2,,2,6,6,6,,,,1,1,1,1,5,1,5,5,5,5,1,,7,8,1,8,88,4,1,149
"0708010040117501","07080100401175","070801088800401175",1,1221.73303222656,"07080100401",7,8,1,4,1,175,1,1,2,3,2,2,2,,3,1,,6,,1,2,1,16,11,2,,0,0,0,0,0,0,0,0,0,,,,1,7,2007,20,5,1,,2,,,,,2,,2,1,5,1,1,2,,1,3,5,1,5,1,2,5,5,2,1,,7,8,1,8,88,4,1,175
"0708010040119601","07080100401196","070801088800401196",1,1221.73303222656,"07080100401",7,8,1,4,1,196,1,1,2,3,2,3,2,,2,1,,6,,1,3,1,8,6,2,,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,2,,,,,2,,2,2,2,2,,,,1,3,2,2,2,2,2,2,2,2,1,,7,8,1,8,88,4,1,196
"0708030020602802","07080300206028","070803088800206028",1,1479.83032226563,"07080300206",7,8,3,2,6,28,2,2,2,7,2,7,2,,4,1,,6,,0,5,0,7,4,2,,0,0,0,0,0,0,0,0,0,,,,1,6,2007,7,12,,,2,,,,,2,,2,3,2,6,,,,,1,2,5,2,5,5,5,5,5,1,,7,8,3,8,88,2,6,28
"0708030020606701","07080300206067","070803088800206067",1,1479.83032226563,"07080300206",7,8,3,2,6,67,1,2,2,7,2,1,2,,2,1,,6,,0,5,0,9,7,2,,0,0,0,0,0,0,0,0,0,,,,1,6,2007,24,1,5,7,2,,,,,2,,2,3,6,3,1,2,,3,3,5,3,6,6,6,5,6,6,1,,7,8,3,8,88,2,6,67
"0708030020608501","07080300206085","070803088800206085",1,1479.83032226563,"07080300206",7,8,3,2,6,85,1,2,2,1,2,1,2,,2,1,,6,,0,5,0,2,1,2,,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,2,,,,,2,,2,1,6,1,8,,,,3,2,1,6,6,6,2,6,6,1,,7,8,3,8,88,2,6,85
"0708030020610901","07080300206109","070803088800206109",1,1479.83032226563,"07080300206",7,8,3,2,6,109,1,2,2,3,2,1,2,,2,1,,6,,0,5,0,7,6,2,,0,0,0,0,0,0,0,0,0,,,,1,6,2004,16,1,2,5,2,,,,,2,,2,5,6,6,,,,3,3,5,5,6,6,6,5,6,6,1,,7,8,3,8,88,2,6,109
"0708030020612701","07080300206127","070803088800206127",1,1479.83032226563,"07080300206",7,8,3,2,6,127,1,2,2,3,2,2,2,,2,1,,6,,0,5,0,9,7,2,,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,2,,,,,2,,2,1,2,5,,,,3,3,5,5,5,5,2,5,5,5,1,,7,8,3,8,88,2,6,127
"0708030020614701","07080300206147","070803088800206147",1,1479.83032226563,"07080300206",7,8,3,2,6,147,1,2,2,7,2,3,2,,2,1,,6,,0,5,0,9,8,1,3,0,0,0,0,0,0,0,0,0,,,,1,6,2007,18,1,2,5,2,,,,,2,,2,3,5,3,1,2,6,3,3,5,5,5,3,4,5,5,4,1,,7,8,3,8,88,2,6,147
"0708030020616501","07080300206165","070803088800206165",1,1479.83032226563,"07080300206",7,8,3,2,6,165,1,2,2,7,2,7,2,,2,1,,6,,0,5,0,6,5,2,,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,2,,,,,2,,2,3,6,6,,,,3,3,3,3,6,6,6,2,6,6,1,,7,8,3,8,88,2,6,165
"0708030020616502","07080300206165","070803088800206165",1,1479.83032226563,"07080300206",7,8,3,2,6,165,2,2,1,,1,,2,,2,1,,1,,0,1,0,4,4,1,3,13,13,0,0,0,13,0,0,0,,,,1,6,2007,15,1,,,2,,,,,2,,2,1,5,1,2,8,,3,2,5,5,1,1,2,5,5,5,1,,7,8,3,8,88,2,6,165
"0708030020616503","07080300206165","070803088800206165",1,1479.83032226563,"07080300206",7,8,3,2,6,165,3,2,2,7,2,5,2,,3,1,,6,,0,5,0,3,3,2,,0,0,0,0,0,0,0,0,0,,,,1,6,2007,20,1,7,2,2,,,,,2,,2,1,1,1,1,2,,3,3,5,5,1,1,4,5,5,5,1,,7,8,3,8,88,2,6,165
"0708030150100801","07080301501008","070803088801501008",1,101.559120178223,"07080301501",7,8,3,15,1,8,1,2,2,3,2,2,2,,2,2,3,6,,0,5,0,4,3,2,,0,0,0,0,0,0,0,0,0,,,,1,6,2007,25,1,5,,2,,,,,2,,2,4,6,6,1,3,8,1,3,4,4,6,6,6,4,6,6,1,,7,8,3,8,88,15,1,8
"0708030150101902","07080301501019","070803088801501019",1,1543.69860839844,"07080301501",7,8,3,15,1,19,2,2,2,1,2,1,2,,2,1,,6,,0,5,0,19,18,2,,0,0,0,0,0,0,0,0,0,,,,1,6,2007,25,1,5,2,2,,,,,2,,2,2,2,2,,,,1,3,2,2,2,2,2,2,2,2,1,,7,8,3,8,88,15,1,19
"0708030150103401","07080301501034","070803088801501034",1,1543.69860839844,"07080301501",7,8,3,15,1,34,1,2,2,3,2,5,2,,2,1,,6,,0,5,0,14,13,2,,0,0,0,0,0,0,0,0,0,,,,1,6,2007,23,1,5,,2,,,,,2,,2,1,4,1,2,5,,1,3,1,1,1,1,3,5,5,5,1,,7,8,3,8,88,15,1,34
"0708030150104901","07080301501049","070803088801501049",1,1543.69860839844,"07080301501",7,8,3,15,1,49,1,2,2,7,2,7,2,,5,1,,6,,0,1,0,15,14,2,,0,0,0,0,0,0,0,0,0,,,,1,6,2007,26,1,5,,2,,,,,2,,2,3,4,3,2,5,,3,3,5,3,5,3,4,5,5,4,1,,7,8,3,8,88,15,1,49
"0708030150106401","07080301501064","070803088801501064",1,1543.69860839844,"07080301501",7,8,3,15,1,64,1,2,2,3,2,2,2,,6,2,3,6,,0,1,0,14,12,2,,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,2,,,,,2,,2,1,6,6,2,6,,1,2,1,1,6,6,6,1,6,6,1,,7,8,3,8,88,15,1,64
"0708030150107901","07080301501079","070803088801501079",1,1543.69860839844,"07080301501",7,8,3,15,1,79,1,2,1,,1,,2,,6,1,,1,,0,1,0,13,12,2,,25,25,0,0,0,25,0,0,0,,,,1,6,2007,25,1,5,,2,,,,,2,,2,1,2,1,2,5,6,1,3,1,1,1,1,2,5,5,5,1,,7,8,3,8,88,15,1,79
"0708030150109401","07080301501094","070803088801501094",1,1543.69860839844,"07080301501",7,8,3,15,1,94,1,2,2,7,2,1,2,,5,1,,6,,0,1,0,18,17,2,,0,0,0,0,0,0,0,0,0,,,,1,6,2007,25,1,2,5,2,,,,,2,,2,1,2,1,1,2,6,3,2,5,1,5,1,2,5,5,2,1,,7,8,3,8,88,15,1,94
"0708030150110901","07080301501109","070803088801501109",1,1543.69860839844,"07080301501",7,8,3,15,1,109,1,2,2,3,2,2,2,,2,1,,6,,0,1,0,10,9,2,,0,0,0,0,0,0,0,0,0,,,,1,6,2007,18,1,5,,2,,,,,2,,2,2,2,2,,,,3,3,5,5,5,5,2,5,2,2,1,,7,8,3,8,88,15,1,109
"0709020050300201","07090200503002","070902088800503002",1,3680.07641601563,"07090200503",7,9,2,5,3,2,1,1,1,,1,,1,2,,1,,1,,1,2,1,19,10,2,,25,0,13,13,0,0,13,13,0,,,,2,,,,,,,2,,,,,2,,2,5,5,5,,,,1,3,5,5,5,5,2,5,5,2,1,,7,9,2,8,88,5,3,2
"0709020050301201","07090200503012","070902088800503012",1,3680.07641601563,"07090200503",7,9,2,5,3,12,1,2,2,7,2,5,2,,4,2,2,6,,0,6,0,7,6,2,,0,0,0,0,0,0,0,0,0,,,,1,6,2007,3,1,,,2,,,,,2,,2,5,5,6,,,,3,3,6,6,5,5,4,6,5,4,1,,7,9,2,8,88,5,3,12
"0709020050301701","07090200503017","070902088800503017",1,3680.07641601563,"07090200503",7,9,2,5,3,17,1,1,2,6,2,3,2,,5,2,2,6,,1,2,1,16,12,2,,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,2,,,,,2,,2,5,5,5,,,,1,3,5,5,5,5,4,5,5,4,1,,7,9,2,8,88,5,3,17
"0709020050302701","07090200503027","070902088800503027",1,3680.07641601563,"07090200503",7,9,2,5,3,27,1,1,2,6,2,3,2,,2,2,2,6,,0,6,0,26,17,2,,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,2,,,,,2,,2,5,5,5,,,,1,2,5,5,5,5,4,5,5,4,1,,7,9,2,8,88,5,3,27
"0709020050303201","07090200503032","070902088800503032",1,3680.07641601563,"07090200503",7,9,2,5,3,32,1,1,1,,1,,2,,5,1,,1,,1,2,1,27,19,2,,25,0,13,13,0,0,13,13,0,,,,1,6,2007,20,1,7,,2,,,,,2,,2,5,5,5,,,,1,3,5,5,5,5,4,5,5,4,1,,7,9,2,8,88,5,3,32
"0709020050304701","07090200503047","070902088800503047",1,3680.07641601563,"07090200503",7,9,2,5,3,47,1,1,1,,1,,2,,5,1,,1,,2,,2,16,11,2,,25,0,13,13,0,0,13,13,0,,,,1,6,2007,22,1,7,,2,,,,,2,,2,5,5,5,,,,1,2,5,5,5,5,2,5,5,2,1,,7,9,2,8,88,5,3,47
"0709020050306201","07090200503062","070902088800503062",1,3680.07641601563,"07090200503",7,9,2,5,3,62,1,1,1,,1,,2,,5,1,,1,,1,2,1,28,20,2,,25,0,13,13,0,0,13,13,0,,,,1,6,2007,14,1,7,,2,,,,,2,,2,5,5,5,,,,1,3,5,5,5,5,2,5,5,2,1,,7,9,2,8,88,5,3,62
"0709020050307701","07090200503077","070902088800503077",1,3680.07641601563,"07090200503",7,9,2,5,3,77,1,1,2,6,2,3,2,,5,2,2,6,,0,6,0,19,15,2,,0,0,0,0,0,0,0,0,0,,,,1,6,2007,22,1,7,,2,,,,,2,,2,5,5,5,,,,1,1,5,5,5,5,2,5,5,2,1,,7,9,2,8,88,5,3,77
"0709020050309201","07090200503092","070902088800503092",1,3680.07641601563,"07090200503",7,9,2,5,3,92,1,1,2,6,2,3,2,,2,2,2,6,,2,,2,11,8,2,,0,0,0,0,0,0,0,0,0,,,,1,6,2007,20,1,,,2,,,,,2,,2,5,5,5,,,,1,1,5,5,5,5,2,5,5,2,1,,7,9,2,8,88,5,3,92
"0709020050310701","07090200503107","070902088800503107",1,3680.07641601563,"07090200503",7,9,2,5,3,107,1,1,2,7,2,5,2,,5,2,2,6,,0,4,0,10,5,2,,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,2,,,,,2,,2,5,5,5,,,,1,3,5,5,5,5,4,5,5,4,1,,7,9,2,8,88,5,3,107
"0709020050312201","07090200503122","070902088800503122",1,3680.07641601563,"07090200503",7,9,2,5,3,122,1,1,2,6,2,3,2,,2,2,2,6,,0,6,0,19,13,2,,0,0,0,0,0,0,0,0,0,,,,1,6,2007,10,1,,,2,,,,,2,,2,5,5,5,,,,1,3,5,5,5,5,5,5,5,5,1,,7,9,2,8,88,5,3,122
"0709020050313701","07090200503137","070902088800503137",1,3680.07641601563,"07090200503",7,9,2,5,3,137,1,1,1,,1,,2,,5,1,,1,1,2,,1,18,14,2,,25,0,13,13,0,0,13,13,0,,,,1,6,2007,20,1,,,2,,,,,2,,2,5,5,5,,,,1,3,5,5,5,5,2,5,5,2,1,,7,9,2,8,88,5,3,137
"0709050030300201","07090500303002","070905088800303002",1,3045.65356445313,"07090500303",7,9,5,3,3,2,1,1,1,,1,,2,,2,1,,1,,2,,2,10,7,2,,13,13,0,0,0,13,0,0,0,,,,1,6,2007,22,1,,,2,,,,,2,,2,3,3,2,,,,3,1,2,5,5,2,2,2,2,5,1,,7,9,5,8,88,3,3,2
"0709050030301201","07090500303012","070905088800303012",1,3045.65356445313,"07090500303",7,9,5,3,3,12,1,1,1,,1,,2,,2,1,,1,,1,2,1,12,10,2,,38,17,21,0,0,17,21,0,0,,,,1,6,2007,22,1,,,2,,,,,2,,2,2,2,2,,,,1,1,2,2,2,5,2,2,2,2,1,,7,9,5,8,88,3,3,12
"0709050030301704","07090500303017","070905088800303017",1,3045.65356445313,"07090500303",7,9,5,3,3,17,4,2,2,2,2,2,2,,2,2,2,6,,1,2,1,16,15,2,,0,0,0,0,0,0,0,0,0,,,,1,6,2007,22,1,,,2,,,,,2,,2,4,4,6,,,,1,1,4,4,5,4,4,4,4,4,1,,7,9,5,8,88,3,3,17
"0709050030302701","07090500303027","070905088800303027",1,3045.65356445313,"07090500303",7,9,5,3,3,27,1,1,2,2,2,1,2,,2,2,2,6,,1,2,1,7,2,2,,0,0,0,0,0,0,0,0,0,,,,1,6,2007,22,1,,,2,,,,,2,,2,3,2,6,,,,3,3,2,2,2,5,2,2,2,2,1,,7,9,5,8,88,3,3,27
"0709050030303201","07090500303032","070905088800303032",1,3045.65356445313,"07090500303",7,9,5,3,3,32,1,1,1,,1,,1,1,,1,,1,,2,,2,23,18,2,,125,75,50,0,0,75,50,0,0,,,,1,6,2007,22,1,,,2,,,,,2,,2,1,1,1,3,,,3,1,5,5,5,1,2,5,5,2,1,,7,9,5,8,88,3,3,32
